TIME,Main(mA),Main Voltage(V),TEMP,POWER,MEM,AICORE,AICPU,CTRLCPU,MEM_BDWIDTH,INDEX,SUCCESS
1688665190,705.0679025797348,11.959485000000004,40.0,8.0,36.0,0.0,0.0,36.0,0.0,24.0,1.0
1688665191,678.6639022758828,11.959785714285715,41.0,8.0,36.0,0.0,0.0,51.0,5.0,24.0,1.0
1688665192,688.6024796651412,11.960549019607846,41.0,8.0,36.0,0.0,0.0,50.0,0.0,25.0,1.0
1688665193,673.086259803704,11.962029999999997,41.0,8.0,39.0,0.0,0.0,40.0,4.0,25.0,1.0
1688665194,681.6933017730009,11.96017346938776,41.0,8.0,37.0,0.0,0.0,43.5,2.0,25.0,1.0
1688665195,688.1134374610048,11.960210000000002,41.0,8.0,35.0,0.0,0.0,47.0,0.0,26.0,1.0
1688665196,702.6119107613295,11.95976,41.0,8.0,37.0,0.0,0.0,36.0,3.0,26.0,1.0
1688665197,676.1472570239482,11.96019897959184,41.0,8.0,36.0,0.0,0.0,51.0,1.0,26.0,1.0
1688665198,691.4820791403226,11.96060784313726,41.0,8.0,36.0,0.0,0.0,47.0,0.0,27.0,1.0
1688665199,688.4706553702835,11.960140000000004,41.0,8.0,37.5,0.0,0.0,43.5,2.0,27.0,1.0
1688665200,679.4377220635995,11.960306122448982,41.0,8.0,39.0,0.0,0.0,40.0,4.0,27.0,1.0
1688665201,689.2243254859081,11.960670000000004,41.0,8.0,35.0,0.0,1.0,48.0,2.0,28.0,1.0
1688665202,707.5272555416517,11.959936274509806,41.0,8.0,37.0,0.0,0.0,37.0,4.0,28.0,1.0
1688665203,671.0443254262802,11.960445,41.0,8.0,36.0,0.0,0.0,48.0,4.0,28.0,1.0
1688665204,699.5716887478434,11.96019387755102,41.0,8.0,36.0,0.0,0.0,44.0,0.0,29.0,1.0
1688665205,674.7355809741525,11.961264705882355,41.0,8.0,37.5,0.0,0.0,43.0,0.5,29.0,1.0
1688665206,680.6703669705424,11.95996,41.0,8.0,39.0,0.0,0.0,42.0,1.0,29.0,1.0
1688665207,692.6683687153014,11.959938775510205,41.0,8.0,35.0,0.0,1.0,46.0,1.0,30.0,1.0
1688665208,699.1135672704362,11.959740000000002,41.0,8.0,37.0,0.0,0.0,38.0,2.0,30.0,1.0
1688665209,670.0199511989439,11.960325000000005,41.0,8.0,36.0,0.0,0.0,48.0,1.0,30.0,1.0
1688665210,697.9307093776107,11.960489795918363,41.0,8.0,36.0,0.0,0.0,41.0,0.0,31.0,1.0
1688665211,673.8583115570626,11.960818627450983,41.0,8.0,37.5,0.0,0.0,43.0,1.5,31.0,1.0
1688665212,679.2574750492499,11.960989999999995,41.0,8.0,39.0,0.0,0.0,45.0,3.0,31.0,1.0
1688665213,689.3864974039072,11.960710000000004,41.0,8.0,35.0,0.0,0.0,43.0,1.0,32.0,1.0
1688665214,712.4735274179809,11.95953571428572,42.0,8.0,36.0,0.0,0.0,42.0,1.0,32.0,1.0
1688665215,670.8479103609211,11.960524509803925,41.0,8.0,36.0,0.0,0.0,46.0,0.0,32.0,1.0
1688665216,696.7548230477269,11.960720000000004,41.0,8.0,36.0,0.0,1.0,44.0,0.0,33.0,1.0
1688665217,678.51010099352,11.960923469387753,41.0,8.0,39.0,0.0,0.0,46.0,3.0,33.0,1.0
1688665218,676.0356670606175,11.960325000000005,41.0,8.0,37.0,0.0,0.5,44.0,2.0,33.0,1.0
1688665219,689.3607302218805,11.960014705882354,41.0,8.0,35.0,0.0,1.0,42.0,1.0,34.0,1.0
1688665220,693.4378084316425,11.959892857142858,41.0,8.0,38.0,0.0,0.0,44.0,0.0,34.0,1.0
1688665221,668.9400895662593,11.960344999999997,41.0,8.0,36.0,0.0,0.0,42.0,4.0,34.0,1.0
1688665222,695.7304535348965,11.960235294117648,42.0,8.0,36.0,0.0,1.0,45.0,0.0,35.0,1.0
